source,name,phone,address,category,city,country,company_number,incorporated_on,status,keyword,reason,date_found,contacted
overpass,Lahore Northwood,+44 20 8868 9800,"4 Joel Street, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sushi Spot,+44 20 3916 6302,"2A Joel Street, Northwood, HA6 1PF",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Fab's Chicken & Pizza,+44 20 8427 5030,"Harrow, HA2 6ED",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Oriental Express,+44 20 8427 9838,"535 Pinner Road, Harrow, HA2 6EH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Old Town 97,+44 20 7734 2868,"19 Wardour Street, London, W1D 6PL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ruyi,+44 20 7734 9666,"18 Gerrard Street, London, W1D 6JF",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,梁山好汉 Leong's Legend,+44 20 7434 0899,"39 Gerrard Street, London, W1D 5QD",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Esq.,+44 20 7639 2346,"817 Old Kent Road, London, SE15 1NX",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Habibi Shawarma,+44 20 3518 3359,"145 High Road, London, N22 6BA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,DI' Vino Bar & Pizzeria,+44 20 8882 1640,"23 Ashfield Parade, London, N14 5EH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Flavour Hut,+44 20 7237 7663,"249 Old Kent Road, London, SE1 5LU",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Eatwell,+44 208 289 5793,"183 High Street, Beckenham, BR3 1AH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Selsdon Cafe & Restaurant,+44 20 8651 6778,"6 Selsdon Parade, South Croydon, CR2 8LH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Handi Restaurant,+44 203 8025 8979,"618 Roman Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hamer Ethiopia Restaurant,+44 20 7226 8114; +44 7852 154983,"1B-1C Rock Street, London, N4 2DN",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Pasta Express,+44 7827 942 348,"29 Castle Street, London, KT1 1DN",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Exclusive Restaurant & Bar,+44 20 7365 8885,"905 Old Kent Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Simya,+44 7590 482 158,"345 North End Road, London, SW6 1NN",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Gilass,+44 20 3720 9916,"335 North End Road, London, SW6 1NN",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Thai Corner Cafe,+44 20 8299 4041,"44 North Cross Road, London, SE22 9EU",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hampton Spice,+44 20 8979 5662,"5 Station Approach, Hampton, TW12 2HY",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Victory,+442082999598,"157 Lordship Lane, London, SE22 8HX",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Spinach,+44 20 8299 3344,"161 Lordship Lane, London, SE22 8HX",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mosaic Pizzeria,+44 20 7272 3509,"24 Junction Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ciao Ciao,+44 20 7625 9455,"334 Kilburn High Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Vecchio Parioli,+44 20 7253 3240,"129 Aldersgate Street, London, EC1A 4JQ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Lebanese Grill Express,+44 20 30770007,"84 Leather Lane, London, EC1N 7TT",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Strand Tandoori,+44 20 7240 1333,"45 Bedford Street, London, WC2E 9HA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ramos Turkish Restaurant,+44 20 8549 9520,"140a London Road, Kingston upon Thames, KT2 6QL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Roger's Kitchen,+44 20 8066 0747,"71 Camden Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Magic Wok,+44 20 8693 5585,"379 Lordship Lane, London, SE22 8JJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Jimmy's grill,+44 20 7835 1562,"170 Earl's Court Road, London, SW5 9QQ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ekin,+44 20 7624 7570,"240 Belsize Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Curry House,+44 20 7328 7132,"43 Kilburn High Road, London, NW6 5SB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Flaming Wok Grill,+44 20 7624 9888,"45 Kilburn High Road, London, NW6 5SB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Bacchus,+44 20 7435 1855,"37 Heath Street, London, NW3 6TR",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Imperial,+44 76241385,"46 Birchington Road, London, NW6 4LJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Indian Veg,+44 20 7837 4607,"92-93 Chapel Market, London, N1 9EX",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Spicy Basil,+44 20 7328 6646,"165 Killburn High Road, London, NW6 7HY",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Rajah Rowing Team,+44 20 8299 0909,"340 Lordship Lane, London, SE22 8LZ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Salotto 31,+44 20 7220 7613,"31 Lovat Lane, London, EC3R 8EB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Phoenix on the Hill,+44 1959 572463,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Bombay Dosa,+44 20 7278 9078,"34 Myddelton Street, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,East Ocean,+44 20 7385 1704,"194 North End Road, London, W14 9NX",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cinnamon Tree,+44 20 7837 6000,"14 Exmouth Market, London, EC1R 4QE",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Oriental Canteen,+44 20 7581 8831,"2A Exhibition Road, London, SW7 2HF",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Noodle Express,+44 20 7490 2525,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cafe Saffron,+44 20 7253 1714,"17b Aylesbury Street, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,The Mughal's,+44 20 7262 3030,"11 London Street, London, W2 1HL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Halepi,+44 20 7262 1070,"18 Leinster Terrace, London, W2 3ET",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hummus Bros,+44 20 7734 1311,"88 Wardour Street, London, W1F 0TH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Paradise Masala,+44 20 8523 1700,"487 Hale End Road, London, E4 9PT",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sizzles,+44 20 7247 2545,"14 Wentworth Street, London, E1 7TF",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,D &D Eva Bless,+44 20 8616 6951,"63 Norwood Road, London, SE24 9AA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Saray,+44 20 8671 3772,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Nam Long - Shaker,+44 20 7373 1926,"159 Old Brompton Road, London, SW5 0LJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Palace Spice,+44 20 8655 7140,"36 Westow Hill, London, SE19 1RX",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Indiana,+44 20 7987 0343,"129 Salmon Lane, London, E14 7PG",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Lady of the Grapes,+44 20 7836 5635,"16 Maiden Lane, London, WC2E 7NJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Boulevard Brasserie,+44 20 7240 2992,"40 Wellington Street, London, WC2E 7BD",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Piccola,+44 20 7431 3274,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,So Noodle,+44 20 8797 0047,"316 Chiswick High Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,"Japanese Restaurant ""Rokkon""",+44 20 8994 9129,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,May's Chinese Cuisine,+44 20 8994 6826,"17 Devonshire Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Lara BBQ & Meze Bar,+44 20 8995 3779,"3 Turnham Green Terrace, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Petrocchi,+44 20 7493 2167,"36 Albemarle Street, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Chat House,+44 20 8688 6237,"14-16 Brighton Road, South Croydon, CR2 6AA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mersin Tantuni Turkish Street Food,+44 20 7923 3797,"11 Stoke Newington Road, London, N16 8BH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Andromeda Restaurant,+44 20 7388 4121,"88 Plender Street, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Shishawi,+44 20 7262 6212,"51-53 Edgware Road, London, W2 2HZ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Baltizer,+44 1322 551122;+44 1322 557340,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Khuttar Iraqi Cuisine,+44 20 7402 1313,"17 Bouverie Place, London, W2 1RD",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Bakiin Restaurant,+44 20 8902 9853,"Wembley, HA9 6AH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Gurkha Valley,+44 20 8902 4039,"305 Harrow Road, Wembley, HA9 6BD",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Namma Veedu Vasanta Bhavan,+44 20 8902 2022,"533 High Road, Wembley, HA0 2DJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Gana,+44 20 8429 8447,"24 Ealing Road, Wembley, HA0 4TL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cats,+44 20 7281 5557,"79, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Brick Lane Brasserie,+44 20 7377 8072,"67 Brick Lane, London, E1 6QL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Lau's Kitchen,+44 1322 408883,"1 Dartford Road, Bexley, DA5 2BH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Me London,+44 8456018980,"336-337 Strand, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,E. Mono Restaurant,+44 20 7485 9779,"285-287 Kentish Town Road, London, NW5 2JS",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Chick Chicken,+44 20 7639 0290,"117 Peckham High Street, London, SE15 5SE",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ozzies Charcoal,+44 20 8688 4656,"418 Brighton Road, South Croydon, CR2 6AN",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Deshy Grill,+44 20 8507 9967,"47 East Street, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Gurkha's Namaste,+44 20 8591 5237;+44 20 8591 1939,"31 Longbridge Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Alishan,+44 1708 220131;+44 1708 220375,"27 Station Road, Upminster, RM14 2SJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Othello Tavern,+44 1708 227151,"Station Road, Upminster, RM14 2SJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Kalijeera,+44 1708 222263,"32 Corbets Tey Road, Upminster, RM14 2AB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ginger Lounge,+44 1708 259111,"121-123 Corbets Tey Road, Upminster, RM14 2AA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ek Indian,+44 1708 912394,"Station Road, Upminster, RM14 2UB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Madeira Restaurant,+44 20 7737 4785,"130 Stockwell Road, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Deserie,+44 20 8441 1003,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hunters of Cockfosters,+44 20 8449 5125,"13 Heddon Court Parade, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ravi Shankar,+44 20 7388 1780,"135 Drummond Street, London, NW1 2HL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,The Green Spice Fusion,+44 20 8755 1941,"88 The Green, Twickenham, TW2 5AG",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Regal Spice,+44 208 569 7026,"12 The Green, Twickenham, TW2 5AA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Bar Shu,+44 20 7287 8822,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Al Balad,+44 20 3538 5096,"11 Edgware Road, London, W2 2ER",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sarchnar Restaurant,+44 20 7724 5577,"397 Edgware Road, London, W2 1BT",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Meze World,+44 20 8947 9110,"10 Leopold Road, London, SW19 7BD",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Leo's,+44 20 4559 8598,"59 Chatsworth Road, London, E5 0LH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Zafron,+44 7943 059878,"764 Great West Road, Isleworth, TW7 5NA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Muang Thai,+44 20 7916 0653,"71 Chalk Farm Road, London, NW1 8AN",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Rosona Spice,+44 20 8876 8271,"130 Upper Richmond Road West, London, SW14 8DS",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ilili,+44 20 7998 4742,"351 Kennington Lane, London, SE11 5QY",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Diwana,+44 20 7387 5556,"121-123 Drummond Street, London, NW1 2HL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Raavi,+44 20 7388 1780,"125 Drummond Street, London, NW1 2HL",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,L'Assaggino,+44 20 8940 1806,"9 Paved Court, Richmond, TW9 1LZ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Al Boccon di Vino,+44 20 8940 9060,"14 Red Lion Street, Richmond, TW9 1RW",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Wine Cellar & Kitchen,+44 20 7387 2375,"86 Cleveland Street, London, W1T 6NQ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,The Khas Tandoori Restaurant,+44 20 3340 9541,"39 Chamberlayne Road, London, NW10 3NB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cacio & Pepe,+44 20 7630 7588,"46 Churton Street, London, SW1V 2LP",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Paradise Restaurant,+44 20 7834 8746,"5 Denbigh Street, London, SW1V 2HF",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cyprus Mangal,+44 20 7828 5940,"45 Warwick Way, London, SW1V 1QS",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Black Salt,+44 20 4548 3327,"505-507 Upper Richmond Road West, London, SW14 7DE",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Daphne,+44 20 7267 7322,"83 Bayham Street, London, NW1 0AG",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Valentina,+44 20 8392 9127,"210 Upper Richmond Road West, London, SW14 8AH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mamma Mia,+44 20 8878 6725,"459 Upper Richmond Road West, London, SW14 7PR",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Steakhouse Touro,+44 20 8417 1714,"44 The Broadway, London, SW19 1RQ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mourjam,+44 20 7266 2726,"99 Chippenham Road, London, W9 2AB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Fabrizio,+44 20 7561 9073,"34 Highgate Hill, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Titanic Kitchen & Lounge,+44 20 8556 0660,"469 High Road Leytonstone, London, E11 4JU",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mei's House,+44 20 8977 1001,"212 Hampton Road, Twickenham, TW2 5NJ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Elfida,+44 20 3260 2077,"75 High Street, Sidcup, DA14 6DW",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Fish & Chips,+44 20 8302 2746,London,restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Top Fryers,+44 20 8309 6323,"High Street, Sidcup, DA14 6ER",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Il Castelletto,+44 20 7405 2232,"17 Bury Place, London, WC1A 2JB",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Yang's Palace,+44 20 7242 7280,"33 Bloomsbury Way, London, WC1A 2SA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Chang's Hot Pot,+44 20 7323 3522,"Coptic Street, London, WC1A 1NH",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hulya's Cafe & Restaurant,+44 20 7729 4149,"357-359 Cambridge Heath Road, London, E2 9RA",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Rock & Rose,+44 20 8948 8008,"106-108 Kew Road, Richmond, TW9 2PQ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cafe Masala,+44 20 8940 4308,"113 Kew Road, Richmond, TW9 2PN",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Al-Amin,+44 20 7739 9619,"483 Cambridge Heath Road, London, E2 9BU",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Palmyra,+44 20 8948 7019,"277 Sandycombe Road, Richmond, TW9 3LU",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Curry Bae,+44 20 8940 1941,"289 Sandycombe Road, Richmond, TW9 3LU",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Banon Thai,+44 20 8948 8487,"214 Sandycombe Road, Richmond, TW9 2EQ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Aladin's Kebabish,+44 20 8203 9777,"147-149 West Hendon Broadway, London",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Tad,+44 20 8986 2612,"261 Mare Street, London, E8 3NS",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Burnt Mill,+44 20 8510 3453,"257 Mare Street, London, E8 3NS",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Artechef,+44 20 8748 4397,"58 Church Road, London, SW13 0DQ",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Backyard Grill,+44 20 8986 8201,"Lower Clapton Road, London, E5 0QR",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Felice,+44 20 8510 0298,"90 Lower Clapton Road, London, E5 0QR",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Spice of Raj,+44 20 8542 6545,"26 Christchurch Road, London, SW19 2NX",restaurant,London,GB,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
