name,phone,address,category,city,country,reason,date_found
Cacio & Pepe,+44 20 7630 7588,"46 Churton Street, London, SW1V 2LP",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Paradise Restaurant,+44 20 7834 8746,"5 Denbigh Street, London, SW1V 2HF",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cyprus Mangal,+44 20 7828 5940,"45 Warwick Way, London, SW1V 1QS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Black Salt,+44 20 4548 3327,"505-507 Upper Richmond Road West, London, SW14 7DE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Daphne,+44 20 7267 7322,"83 Bayham Street, London, NW1 0AG",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Valentina,+44 20 8392 9127,"210 Upper Richmond Road West, London, SW14 8AH",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mamma Mia,+44 20 8878 6725,"459 Upper Richmond Road West, London, SW14 7PR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Steakhouse Touro,+44 20 8417 1714,"44 The Broadway, London, SW19 1RQ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mourjam,+44 20 7266 2726,"99 Chippenham Road, London, W9 2AB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fabrizio,+44 20 7561 9073,"34 Highgate Hill, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Titanic Kitchen & Lounge,+44 20 8556 0660,"469 High Road Leytonstone, London, E11 4JU",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mei's House,+44 20 8977 1001,"212 Hampton Road, Twickenham, TW2 5NJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Elfida,+44 20 3260 2077,"75 High Street, Sidcup, DA14 6DW",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fish & Chips,+44 20 8302 2746,London,restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Top Fryers,+44 20 8309 6323,"High Street, Sidcup, DA14 6ER",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Il Castelletto,+44 20 7405 2232,"17 Bury Place, London, WC1A 2JB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Yang's Palace,+44 20 7242 7280,"33 Bloomsbury Way, London, WC1A 2SA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chang's Hot Pot,+44 20 7323 3522,"Coptic Street, London, WC1A 1NH",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hulya's Cafe & Restaurant,+44 20 7729 4149,"357-359 Cambridge Heath Road, London, E2 9RA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rock & Rose,+44 20 8948 8008,"106-108 Kew Road, Richmond, TW9 2PQ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cafe Masala,+44 20 8940 4308,"113 Kew Road, Richmond, TW9 2PN",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Al-Amin,+44 20 7739 9619,"483 Cambridge Heath Road, London, E2 9BU",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Palmyra,+44 20 8948 7019,"277 Sandycombe Road, Richmond, TW9 3LU",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Curry Bae,+44 20 8940 1941,"289 Sandycombe Road, Richmond, TW9 3LU",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Banon Thai,+44 20 8948 8487,"214 Sandycombe Road, Richmond, TW9 2EQ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Aladin's Kebabish,+44 20 8203 9777,"147-149 West Hendon Broadway, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tad,+44 20 8986 2612,"261 Mare Street, London, E8 3NS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Burnt Mill,+44 20 8510 3453,"257 Mare Street, London, E8 3NS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Artechef,+44 20 8748 4397,"58 Church Road, London, SW13 0DQ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Backyard Grill,+44 20 8986 8201,"Lower Clapton Road, London, E5 0QR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Felice,+44 20 8510 0298,"90 Lower Clapton Road, London, E5 0QR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Spice of Raj,+44 20 8542 6545,"26 Christchurch Road, London, SW19 2NX",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lavang Spice,+44 20 8985 9077,"231 Victoria Park Road, London, E9 7HD",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fire & Ice,+44 20 8428 0066,"256 Uxbridge Road, Pinner, HA5 4HS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lattakia,+44 20 8428 9973,"513 The Broadway, Pinner, HA5 4JS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tonito Italian,+44 20 8421 6577,"435 Uxbridge Road, Pinner, HA5 4JR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
T. Raj,+44 20 8668 2800,"133-135 Brighton Road, Coulsdon, CR5 2NJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Toriton Izakaya,+44 20 8668 0164,"15 Chipstead Valley Road, Coulsdon, CR5 2RB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bermondsey Blend,+44 20 7232 0340,"13 Market Place, London, SE16 3UQ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Greedy Fish & Chips,+44 20 8983 0472,"150 Roman Road, London, E2 0RY",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
To Kefi,+44 2070 185 583,"38 Coombe Road, Kingston upon Thames, KT2 7AF",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zufa,+44 20 8421 6821,"308 Uxbridge Road, Pinner, HA5 4HR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Sichuan Restaurant,+44 20 7588 5489,"14 City Road, London, EC1Y 2AA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Randy's Wing Bar,+44 20 8555 5971,"28 East Bay Lane, London, E15 2GW",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fotia,+44 7786 666 574,"75-77 Marylebone Lane, London, W1U 2PN",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Riva,+44 20 8748 0434,"169 Church Road, London, SW13 9HR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Asiatique,+44 20 8892 7657,"431-433 Richmond Road, Twickenham, TW1 2EF",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tangawizi,+44 20 8891 3737,"406 Richmond Road, Twickenham, TW1 2EB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Prosperity,+44 20 3302 5495,"59 York Street, Twickenham, TW1 3LP",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Charm,+44 20 8943 9553,"86 High Street, Teddington, TW11 8JD",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Itabashi,+44 20 3302 0811,"3 Church Road, Teddington, TW11 8PF",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Grand Somsa Choyxona,+44 20 8616 0780,"184 The Grove, London, E15 1NS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Familia,+44 20 8941 7309,"99 High Street, London, TW12 1NH",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ims’s,+44 20 8977 9123,"22 High Street, London, TW12 1PD",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
San Marco,+44 20 7724 3673,"10 London Street, London, W2 1HL",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Le Taj,+44 20 8890 2347;+44 20 8890 5755,"8 High Street, Feltham, TW13 4HE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
King Star,+44 20 8542 6500,"138 Merton Road, London, SW19 1EH",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
King Star,+44 20 8542 6500,London,restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Woodoven Pizza,+44 20 7604 3333,"391 Kilburn High Road, London, NW6 7QE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Taherah,+44 20 7794 0717,"58 Belsize Lane, London, NW3 5AR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Retsina,+44 20 7431 5855,"48-50 Belsize Lane, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Siam Secret,+44 20 7370 4371,"5a Hogarth Place, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hazara,+44 20 7433 1147;+44 20 7433 1139,"44 Belsize Lane, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pang's,+44 20 7428 5818,"135 Kentish Town Road, London, NW1 8PB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pang's Fish and Chips,+44 20 7267 3661,"133 Kentish Town Road, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Emir African Cuisine and Lounge,+44 20 3632 1172,"16 Chatsworth Road, London, E5 0LP",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Radha Krishna Bhava,+44 20 8682 0969,"86 Tooting High Street, London",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Aromas Tandoori Restaurant,+44 20 3674 6043,"172 Forest Lane, London, E7 9BB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Meiwei London,+44 20 8789 3165,"313,315 Putney Bridge Road, London, SW15 2PP",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Village Fish & Chips,+44 20 8466 9410,"89 Beckenham Lane, Bromley, BR2 0DN",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Santorini,+44 20 8462 6322,"47 Station Approach, Bromley, BR2 7EB",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Al Manzel,+44 7376 333306,"298 Uxbridge Road, London, W12 7LJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Food & Fire,+44 20 8749 9650,"300 Uxbridge Road, London, W12 7LJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bradleys,+44 20 7722 3457,"25 Winchester Road, London, NW3 3NR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tomoe,+44 20 3730 7884,"292 Upper Richmond Road, London, SW15 6TH",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lulya Restaurant,+44 20 7998 7330,"46 - 48 Drayton Green Road, London, W13 8RY",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Masaniello,+44 20 8891 5777,"22 Church Street, Twickenham, TW1 3NJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kenta,+44 20 8741 8111,"106 Fulham Palace Road, London, W6 9PL",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wok Chi,+44 1895 625088,"149 High Street, Ruislip, HA4 8JY",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Gurkha's Pride,+44 1895 622801,London,restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Top Taste,+44 20 3674 2722,"60 Fairfield Street, London, SW18 1DY",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Desperado Mexican Grill,+44 20 8337 4446,"501 London Road, North Cheam, SM3 8JR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Morley'S,+44 20 8780 9815,"24 Roehampton High Street, London, SW15 4HJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Ballerina,+44 20 7379 6659,"7-8 Bow Street, London, WC2E 7AH",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
米家 Mi Canteen,+44 20 7439 8139,"4 Macclesfield Street, London, W1D 6AX",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Simla Balti House,+441689898300,"17 Stanley Way, Orpington, BR5 2HE",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
White Swan,+441689822090,"355 Chipperfield Road, Orpington, BR5 2LJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Yien,+44 20 8444 6830,"15 Muswell Hill Broadway, London, N10 3HA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Food Dhaba,+44 20 8850 3591,"7 Newmarket Green, London, SE9 5ER",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Radhuny,+44 208 851 4877,"Chinbrook Road, London, SE12 9QL",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Naz Balti,+44 1689 876 053,"113 High Street, Orpington, BR6 0LG",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sjayz,+441689829321,"254 High Street, Orpington, BR6 0LZ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bosa,+44 20 8788 4119,"80 Lower Richmond Road, London, SW15 1LL",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Racing Rajah,+44 20 8788 9964,"74 Lower Richmond Road, London, SW15 1LL",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Victoria Grill,+44 20 8785 0495,"52 Lower Richmond Road, London, SW15 1JT",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Elements,+44 20 7793 1010,"113 Lambeth Road, London, SE1 7LS",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Shapla Peri Peri,+44 7479 788292,"57 Leytonstone Road, London, E15 1JA",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wong's Chinese Takeaway,+44 20 8578 2550,"626 Greenford Road, Greenford, UB6 8QT",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Spice,+44 20 7482 2700,"161 Fortess Road, London, NW5 2HR",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Spices,+442083116520,"48 Lessness Avenue, Bexleyheath, DA7 5SJ",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wong's Oriental Restaurant,+44 1708 736800,"47 Collier Row Lane, Romford, RM5 3BD",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Moonrise,+44 2088 439376,"241 The Broadway, Southall, UB1 1ND",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Abi Fast Food,+44 2088 139494,"233 The Broadway, Southall, UB1 1ND",restaurant,London,GB,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Millers Kitchen,+44 20 8669 8586,"138 Stanley Park Road, Carshalton, SM5 3JG",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Orchard Cafe,+44 1784 258795,"776 Staines Road, Feltham, TW14 8RU",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Caffè du Coin,+44 20 7373 1995,"229 Earl's Court Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Florentine Bakery,+44 20 8676 4906,"463 Norwood Road, London, SE27 9DJ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Gloucester Road Cafe,+44 20 7373 8934,"163 Gloucester Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Jamrock Café,+44 20 7771 6873,"31 Meeting House Lane, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Morris’s,+44 20 7734 6930,"15B Clifford Street, London, W1S 4JZ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Le Traiteur,+44 20 8658 0505,"42A High Street, Beckenham, BR3 1AY",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Casablanca Cafe / Alauddin Sweets,+44 20 7377 1441,"36 Whitechapel Road, London, E1 1JX",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cobb’s Corner Cafe,+44 20 8659 6016,"260 Kirkdale, London, SE26 4RS",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Thai Duck Deli,+44 20 8761 4314,"461 Norwood Road, London, SE27 9DQ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Arthur's Cafe,+44 20 8968 4243,"Station Terrace, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Roni's Cafe,+44 20 7689 0657,"39 Clerkenwell Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe Deco,+44 20 7225 3286,"62 Gloucester Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Terrace Cafe & Restaurant,+44 20 8466 5584,"25A Widmore Road, Bromley, BR1 1RW",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
De Vine,+44 20 7488 9929,"19 Vine Street, London, EC3N 2PX",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe La Tulipe,+44 7438 517 420,"6 Farm Lane, London, SW6 1PP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Matchbox Cafe,+44 20 7267 7788,"1a Elm Terrace, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Café Olé,+44 20 3638 1980,"1A Walham Grove, London, SW6 1QP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Broomfield Coffee Bar,+44 20 8882 2705,"64 Alderman's Hill, London, N13 4PP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Kastina And Ovens,+44 20 7836 2700,"52 Floral street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Sugahill Cafe,+44 20 8659 5828,"250 Kirkdale, London, SE26 4NL",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Moonrise Maid Café,+44 20 4603 4000,"27 Red Lion Street, London, WC1R 4PS",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Peter's Cafe,+44 20 7481 9937,"73 Aldgate High Street, London, EC3N 1BD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Hole in the Wall Cafe,+44 20 8449 0387,"87 Great North Road, Barnet, EN5 1AY",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Kimbo,+44 20 8567 1773,"5a-6a Oak Road, London, W5 3SS",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Sunday,+44 20 7607 3868,"169 Hemingford Road, London, N1 1DA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Elsie Cafe,+44 2083 483 163,"10 Priory Road, London, N8 7RD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Yew & Co,+44 7503 747036,"3 Nightingale Road, Carshalton, SM5 2DN",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Bagel Master,+44 20 7018 3720,"34 Cremer Street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Place To Eat,+44 20 8969 8822,"Conlan Street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Caffe Melo,+44 20 8770 7110,"2 Station Parade, Brighton Road, London, SM1 1JA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Little Woodford Cafe,+44 20 8989 2552,"118 George Lane, London, E18 1AD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Waribashi,+44 20 8989 3393,"4-5 Station Approach, London, E18 1AG",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe on the Lane,+44 20 8532 9206,"180-182 George Lane, London, E18 1AY",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Soul Stop Cafe,+44 20 8989 1849,"154 George Lane, London, E18 1AY",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Nile Cafe,+44 20 7490 1483,"73 Nile Street, London, N1 7RD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Stripes Cafe @ sixty one,+44 20 7253 6772,"61 Nile Street, London, N1 7RD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Casa Castelo,+44 20 8252 3773,"49 George Lane, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Waterloo Café,+44 20 3268 2127,"1 Wootton Street, London, SE1 8TG",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Café Crofton Park,+44 20 8692 2154,"397 Brockley Road, London, SE4 2PH",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Caffe Fratelli,+44 20 7476 8239,"20 Western Gateway, London, E16 1XL",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Canteen Cafe,+44 20 8504 3333,"127 High Road, London, E18 2PA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cinnamon Coffee Shop,+44 20 7702 2323,"103 Wapping Lane, London, E1W 2RW",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
River Cafe,+44 20 7736 6296,"1A Station Approach, London, SW6 3UH",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Brunch Bar,+44 780 4760333,"6 Lind Road, London, SM1 4PJ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Mile End Sandwich Bar,+44 20 3062 4318,"630 Mile End Road, London, E3 4PH",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Parkway Patisserie,+44 20 8904 7736,"204 Preston Road, Wembley",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe Dylan Dog,+44 20 7723 8027,"7 Craven Road, London, W2 3BP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cally Cafe,+44 20 7697 8229,"488 Caledonian Road, London, N7 9RP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Maison Fraise,+44 20 8551 3726,"50 High Street, Ilford, IG6 2DQ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Kennington Lane Kebab,+44 20 7735 5853,"383 Kennington Lane, London, SE11 5QY",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Solé,+44 20 8887 0460,"186 Bridport Road, London, N18 1SJ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Astronomy Café,+44 20 8312 8516,"Blackheath Avenue, London, SE10 8XJ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Bathurst Deli,+44 20 7262 1888,"3 Bathurst Street, London, W2 2SD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Le Monde,+44 20 7938 1206,"56 Earl's Court Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
